date,machine_name,region_id,sex,genotype,compound,vial_date,start_hour,concentration
07/10/2021,ETHOSCOPE_141,23,male,CS,permethrin,22/09/2021,ZT0,100
07/10/2021,ETHOSCOPE_141,24,male,CS,permethrin,22/09/2021,ZT0,100
15/10/2021,ETHOSCOPE_261,1,male,CS,permethrin,01/10/2021,ZT0,100
15/10/2021,ETHOSCOPE_261,2,male,CS,permethrin,01/10/2021,ZT0,100
15/10/2021,ETHOSCOPE_261,3,male,CS,permethrin,01/10/2021,ZT0,100
15/10/2021,ETHOSCOPE_261,4,male,CS,permethrin,01/10/2021,ZT0,100
15/10/2021,ETHOSCOPE_261,5,male,CS,permethrin,01/10/2021,ZT0,100
15/10/2021,ETHOSCOPE_261,6,male,CS,permethrin,01/10/2021,ZT0,100
15/10/2021,ETHOSCOPE_261,7,male,CS,permethrin,01/10/2021,ZT0,100
15/10/2021,ETHOSCOPE_261,8,male,CS,permethrin,01/10/2021,ZT0,100
15/10/2021,ETHOSCOPE_261,9,male,CS,permethrin,01/10/2021,ZT0,100
15/10/2021,ETHOSCOPE_261,10,male,CS,permethrin,01/10/2021,ZT0,100
15/10/2021,ETHOSCOPE_261,11,male,CS,permethrin,01/10/2021,ZT0,100
15/10/2021,ETHOSCOPE_261,12,male,CS,permethrin,01/10/2021,ZT0,100
15/10/2021,ETHOSCOPE_261,13,male,CS,permethrin,01/10/2021,ZT0,100
15/10/2021,ETHOSCOPE_261,14,male,CS,permethrin,01/10/2021,ZT0,100
15/10/2021,ETHOSCOPE_261,15,male,CS,permethrin,01/10/2021,ZT0,100
15/10/2021,ETHOSCOPE_261,16,male,CS,permethrin,01/10/2021,ZT0,100
15/10/2021,ETHOSCOPE_261,17,male,CS,permethrin,01/10/2021,ZT0,100
15/10/2021,ETHOSCOPE_261,18,male,CS,permethrin,01/10/2021,ZT0,100
15/10/2021,ETHOSCOPE_261,19,male,CS,permethrin,01/10/2021,ZT0,100
15/10/2021,ETHOSCOPE_261,20,male,CS,permethrin,01/10/2021,ZT0,100
15/10/2021,ETHOSCOPE_261,21,male,CS,permethrin,01/10/2021,ZT0,100
15/10/2021,ETHOSCOPE_261,22,male,CS,permethrin,01/10/2021,ZT0,100
15/10/2021,ETHOSCOPE_261,23,male,CS,permethrin,01/10/2021,ZT0,100
15/10/2021,ETHOSCOPE_261,24,male,CS,permethrin,01/10/2021,ZT0,100
29/10/2021,ETHOSCOPE_259,1,male,CS,permethrin,15/10/2021,ZT0,100
29/10/2021,ETHOSCOPE_259,2,male,CS,permethrin,15/10/2021,ZT0,100
29/10/2021,ETHOSCOPE_259,3,male,CS,permethrin,15/10/2021,ZT0,100
29/10/2021,ETHOSCOPE_259,4,male,CS,permethrin,15/10/2021,ZT0,100
29/10/2021,ETHOSCOPE_259,5,male,CS,permethrin,15/10/2021,ZT0,100
29/10/2021,ETHOSCOPE_259,6,male,CS,permethrin,15/10/2021,ZT0,100
29/10/2021,ETHOSCOPE_259,7,male,CS,permethrin,15/10/2021,ZT0,100
29/10/2021,ETHOSCOPE_259,8,male,CS,permethrin,15/10/2021,ZT0,100
29/10/2021,ETHOSCOPE_259,9,male,CS,permethrin,15/10/2021,ZT0,100
29/10/2021,ETHOSCOPE_259,10,male,CS,permethrin,15/10/2021,ZT0,100
29/10/2021,ETHOSCOPE_259,11,male,CS,permethrin,15/10/2021,ZT0,100
